Crop,Temperature (°C),Humidity (%),Rainfall (mm),Soil Type,Soil pH,Soil Moisture (%),Wind Speed (km/h),Solar Radiation (W/m²),Weather Condition,Precipitation (mm),Evapotranspiration (ET),Growth Stage,Kc,Water Requirement (mm/day)
Groundnut,29.8,69.6,74.7,Sandy Loam,6,26.9,7.3,237.8,Sunny,9.9,1.24,Germination,0.3,2.23
Groundnut,24.8,60.3,42.5,Red Soil,6.4,25.7,9.7,243.2,Partly Cloudy,14.4,1.58,Vegetative,0.75,3.02
Groundnut,27.3,73.2,46.7,Sandy Loam,6.4,23,6.2,227,Sunny,7.8,1.04,Flowering,1.05,1.82
Groundnut,23.5,68.7,45.5,Red Soil,6.4,24.2,5.2,205.2,Sunny,15.2,0.95,Fruiting,0.7,2.47
Groundnut,27.2,71.3,59.9,Red Soil,6.4,29.6,9.2,269.4,Sunny,17.5,1.41,Germination,0.3,3.16
Groundnut,26.8,63,49.5,Sandy Loam,6.6,25.6,9.2,256.1,Sunny,16.2,1.53,Vegetative,0.75,3.15
Groundnut,26.4,72.6,66,Sandy Loam,6.3,21.8,4.6,256.7,Partly Cloudy,11.9,0.91,Flowering,1.05,2.1
Groundnut,27.3,71.4,76.4,Sandy Loam,6.3,23.2,4.5,226.2,Sunny,7.9,0.9,Fruiting,0.7,1.69
Groundnut,26,70.3,41.1,Sandy Loam,6.1,20.1,4.6,214.3,Partly Cloudy,15.4,0.9,Germination,0.3,2.44
Groundnut,27.8,72.5,77.5,Red Soil,6.8,22.8,7.8,213.5,Partly Cloudy,7.5,1.2,Vegetative,0.75,1.95
Groundnut,29.7,67.5,63.2,Sandy Loam,6.1,27.1,10.7,204.3,Partly Cloudy,7.4,1.58,Flowering,1.05,2.32
Groundnut,25.8,74.4,79.8,Sandy Loam,6.4,29.8,4.4,213.4,Sunny,19.9,0.82,Fruiting,0.7,2.81
Groundnut,27.9,74.6,49.5,Sandy Loam,6.2,29.9,5.7,210.1,Partly Cloudy,14.9,0.96,Germination,0.3,2.45
Groundnut,26.5,73,48.4,Red Soil,6.3,28,11.1,257.9,Partly Cloudy,8.6,1.55,Vegetative,0.75,2.41
Groundnut,25.3,70.1,59.1,Sandy Loam,6.1,25.6,8.3,255.3,Partly Cloudy,8.4,1.3,Flowering,1.05,2.14
Groundnut,27,74.3,68.5,Red Soil,6.5,26.6,5.5,209.2,Sunny,18,0.93,Fruiting,0.7,2.73
Groundnut,23.3,65.6,76.9,Sandy Loam,6.2,29.3,11.7,250.4,Partly Cloudy,17.3,1.68,Germination,0.3,3.41
Groundnut,27.7,62.2,67.4,Sandy Loam,5.9,26.1,9.3,269.5,Partly Cloudy,16.8,1.58,Vegetative,0.75,3.26
Groundnut,22.5,73.8,60.6,Sandy Loam,5.9,28.8,9.4,226.3,Sunny,14.8,1.31,Flowering,1.05,2.79
Groundnut,22.2,65.3,66,Sandy Loam,5.8,21.2,3.1,228.5,Partly Cloudy,10.9,0.79,Fruiting,0.7,1.88
Groundnut,24.5,64.5,73.7,Red Soil,6,23.5,9.2,253.1,Sunny,19.3,1.47,Germination,0.3,3.4
Groundnut,30,66.8,78.8,Sandy Loam,6.7,25.2,7.1,210.7,Sunny,11.3,1.24,Vegetative,0.75,2.37
Groundnut,25.1,73.9,66.5,Red Soil,6.8,24.1,6.6,218.5,Partly Cloudy,11.9,1.04,Flowering,1.05,2.23
Groundnut,29.6,62.2,48.2,Sandy Loam,6.6,27.8,5.8,211.4,Partly Cloudy,6.2,1.18,Fruiting,0.7,1.8
Groundnut,25.3,61.3,68.5,Sandy Loam,6.2,26.9,5.2,257,Partly Cloudy,8.6,1.14,Germination,0.3,2
Groundnut,22.8,62.2,73.1,Red Soil,6.4,23.2,11.9,227.6,Sunny,15.4,1.72,Vegetative,0.75,3.26
Groundnut,22.3,72.7,47.5,Red Soil,6.5,27.7,6,239.3,Sunny,11.6,0.99,Flowering,1.05,2.15
Groundnut,25.3,67.6,56.8,Sandy Loam,6.2,21.6,10.3,201.5,Partly Cloudy,12.2,1.49,Fruiting,0.7,2.71
Groundnut,27.1,66.8,47.9,Sandy Loam,6.4,24.2,3,220.9,Partly Cloudy,16.7,0.81,Germination,0.3,2.48
Groundnut,26.8,60.8,54.5,Sandy Loam,6,22.1,6.6,257.7,Sunny,15.2,1.31,Vegetative,0.75,2.83
Groundnut,26.9,74.4,45.8,Sandy Loam,5.9,25.7,9.8,261.6,Sunny,15.4,1.41,Flowering,1.05,2.95
Groundnut,24.5,69.6,58.8,Red Soil,6.5,20.5,7.1,201.5,Sunny,9.3,1.13,Fruiting,0.7,2.06
Groundnut,22.9,72.3,70.8,Red Soil,6.5,26.2,10.9,242.8,Partly Cloudy,19.2,1.49,Germination,0.3,3.41
Groundnut,29.5,60.8,56.8,Red Soil,6.3,27.5,11.8,265.2,Partly Cloudy,17.5,1.87,Vegetative,0.75,3.62
Groundnut,22.5,69.7,40.4,Sandy Loam,6.4,23.8,6.3,208,Sunny,15.1,1.04,Flowering,1.05,2.55
Groundnut,25.5,64.4,57.6,Sandy Loam,6.4,20.5,7.2,232.1,Sunny,6.4,1.26,Fruiting,0.7,1.9
Groundnut,22.6,65.1,57.9,Red Soil,6,28.8,4.5,204.4,Sunny,10.6,0.91,Germination,0.3,1.97
Groundnut,28.5,65.6,62.9,Sandy Loam,6.5,20.6,7.4,238.6,Sunny,10.3,1.31,Vegetative,0.75,2.34
Groundnut,24.6,69.7,69.7,Red Soil,6.3,22.9,5.7,200.5,Sunny,19.7,0.99,Flowering,1.05,2.96
Groundnut,25.4,60.9,68.7,Red Soil,6.4,29.7,11.5,269.8,Sunny,17.7,1.79,Fruiting,0.7,3.56
Groundnut,26.1,63.6,51.5,Red Soil,6.7,23.8,7.1,222,Sunny,12.3,1.26,Germination,0.3,2.49
Groundnut,24.7,68.2,49.8,Red Soil,6.5,20.7,9.2,238.9,Sunny,19.7,1.4,Vegetative,0.75,3.37
Groundnut,26.1,61,41.3,Red Soil,6.1,23.5,5.1,244.5,Sunny,5.1,1.13,Flowering,1.05,1.64
Groundnut,27.9,60,41.3,Sandy Loam,6.8,28.6,10.8,258.7,Sunny,11.6,1.76,Fruiting,0.7,2.92
Groundnut,26.9,66.1,67.6,Sandy Loam,5.8,27,11.8,226,Sunny,10.4,1.7,Germination,0.3,2.74
Groundnut,27.5,70.2,42.7,Sandy Loam,6.7,23.1,7.3,240,Partly Cloudy,8.2,1.21,Vegetative,0.75,2.03
Groundnut,28.3,61.1,44.9,Red Soil,5.8,27.9,4.9,267.3,Sunny,9.5,1.16,Flowering,1.05,2.11
Groundnut,26.5,68.8,65.5,Red Soil,6.4,29.7,10.8,232.7,Partly Cloudy,17.9,1.56,Fruiting,0.7,3.35
Groundnut,23.3,72.4,48.3,Sandy Loam,6.6,21.9,5.5,222.6,Partly Cloudy,9.5,0.94,Germination,0.3,1.89
Groundnut,24.4,64.6,48.8,Sandy Loam,6.2,23.3,10.9,228.8,Sunny,5.6,1.61,Vegetative,0.75,2.17
Groundnut,23.5,64.7,58.4,Red Soil,6.2,23,7.9,214.4,Sunny,13.9,1.28,Flowering,1.05,2.67
Groundnut,22.6,67.5,75.6,Red Soil,5.8,23.2,10.8,266,Sunny,19.6,1.57,Fruiting,0.7,3.53
Groundnut,23.6,63.6,47.1,Sandy Loam,6.3,25.3,7.5,241.1,Sunny,16,1.29,Germination,0.3,2.89
Groundnut,26.8,68.7,47.3,Sandy Loam,6.7,21.6,8.7,262.6,Sunny,7.8,1.39,Vegetative,0.75,2.17
Groundnut,28.9,66.1,73,Red Soil,5.9,24.4,6.4,259.7,Sunny,6,1.23,Flowering,1.05,1.83
Groundnut,22.4,72.9,78.3,Red Soil,6.1,24.2,11.7,246.1,Partly Cloudy,8.6,1.56,Fruiting,0.7,2.42
Groundnut,26.9,74.7,67.6,Sandy Loam,5.9,28.4,4.5,256,Sunny,8.6,0.87,Germination,0.3,1.73
Groundnut,23.6,61,50.1,Red Soil,6.5,29.1,3.8,266.5,Partly Cloudy,5.3,0.99,Vegetative,0.75,1.52
Groundnut,27.1,70.6,70.5,Sandy Loam,6.8,27.3,11.8,246.7,Partly Cloudy,5.6,1.66,Flowering,1.05,2.22
Groundnut,28.2,60.4,41.8,Sandy Loam,6.2,22.6,7,263.9,Sunny,15.1,1.38,Fruiting,0.7,2.89
Groundnut,24.5,68.9,55.1,Red Soil,6.4,20.1,6.5,242,Partly Cloudy,9.1,1.12,Germination,0.3,2.03
Groundnut,29.4,62,70.7,Red Soil,6,21,11.1,242.5,Partly Cloudy,10.1,1.75,Vegetative,0.75,2.76
Groundnut,27.1,70.6,52.5,Red Soil,6.4,24.4,9.8,235.2,Sunny,12.4,1.45,Flowering,1.05,2.69
Groundnut,29.5,66.3,41.4,Sandy Loam,6.1,28.6,9,264.6,Partly Cloudy,15.4,1.5,Fruiting,0.7,3.04
Groundnut,23.6,63.7,56.7,Red Soil,6.7,28.1,11.6,214.6,Partly Cloudy,8.7,1.67,Germination,0.3,2.54
Groundnut,24.8,60.5,44.9,Red Soil,6.2,26.7,3.8,255.4,Partly Cloudy,7.2,1,Vegetative,0.75,1.72
Groundnut,28,66.5,64.9,Red Soil,6.4,27.3,8.8,224.5,Sunny,8.8,1.41,Flowering,1.05,2.29
Groundnut,30,62.8,45.8,Red Soil,6.4,27.2,4.8,250.1,Sunny,18.9,1.13,Fruiting,0.7,3.02
Groundnut,29.5,66,46.4,Red Soil,6.3,28,3.2,255.3,Sunny,8.7,0.91,Germination,0.3,1.78
Groundnut,23.2,69.7,42.4,Sandy Loam,6.2,21,7.2,240.5,Partly Cloudy,16.9,1.16,Vegetative,0.75,2.85
Groundnut,29.4,61.6,74,Red Soil,6,23.4,11.3,215.9,Sunny,7.7,1.74,Flowering,1.05,2.51
Groundnut,28.7,66.1,44.8,Sandy Loam,6.5,28.9,3.3,234.2,Sunny,5,0.88,Fruiting,0.7,1.38
Groundnut,26,63,77.9,Red Soil,6.4,21.7,7.6,268.1,Sunny,14,1.37,Germination,0.3,2.77
Groundnut,23.6,68,43.8,Sandy Loam,6.4,27.1,10.2,221.6,Partly Cloudy,15.6,1.47,Vegetative,0.75,3.03
Groundnut,29.7,64.7,41.8,Sandy Loam,6.6,21.2,5.4,214.3,Sunny,5.6,1.1,Flowering,1.05,1.66
Groundnut,22.9,67.3,56.7,Red Soil,6,22.4,9.7,225,Sunny,5.6,1.43,Fruiting,0.7,1.99
Groundnut,29,72.1,40,Red Soil,6.7,21.8,10.9,243,Partly Cloudy,16.3,1.56,Germination,0.3,3.19
Groundnut,26.3,74.8,76.5,Red Soil,6,23.2,11.9,217.1,Sunny,9.4,1.57,Vegetative,0.75,2.51
Groundnut,26.6,64.8,42.3,Red Soil,6.2,21.2,6.7,247.5,Sunny,18.3,1.24,Flowering,1.05,3.07
Groundnut,26.8,65.2,49.3,Red Soil,5.9,25,5.5,220.8,Sunny,7.1,1.08,Fruiting,0.7,1.79
Groundnut,25.3,63.8,54.4,Sandy Loam,6.4,23.2,5.5,210.5,Sunny,18.7,1.07,Germination,0.3,2.94
Groundnut,22.8,67.5,65.5,Red Soil,6.8,28.5,8.8,260.5,Partly Cloudy,9,1.37,Vegetative,0.75,2.27
Groundnut,22.9,70.9,54.9,Red Soil,6,29.6,5.5,229.6,Sunny,13.5,0.96,Flowering,1.05,2.31
Groundnut,27,66.2,67.7,Red Soil,6.6,28.7,8.3,215,Partly Cloudy,14.6,1.34,Fruiting,0.7,2.8
Groundnut,23.5,62.7,47.6,Sandy Loam,6.4,27.6,11.7,256.1,Sunny,13.6,1.74,Germination,0.3,3.1
Groundnut,26.3,68.7,54.1,Red Soil,5.8,20.1,8.7,208.9,Sunny,19.5,1.33,Vegetative,0.75,3.28
Groundnut,23.3,71.6,52.8,Red Soil,5.8,29.6,8.9,221.1,Partly Cloudy,14.6,1.29,Flowering,1.05,2.75
Groundnut,28.2,72.8,69.9,Red Soil,6.4,24,11.4,214.4,Sunny,6.3,1.56,Fruiting,0.7,2.19
Groundnut,22.4,67.5,78.5,Red Soil,6.7,26.5,11.5,208.4,Sunny,8.7,1.58,Germination,0.3,2.45
Groundnut,24.2,74,79.9,Red Soil,6.5,29,6.2,221.2,Sunny,8,0.99,Vegetative,0.75,1.79
Groundnut,27.8,69.2,75.1,Red Soil,6.3,27.6,11.8,206.1,Sunny,16.8,1.64,Flowering,1.05,3.32
Groundnut,25.8,61.9,60.9,Red Soil,6.3,25.6,8.4,251.3,Partly Cloudy,6.5,1.45,Fruiting,0.7,2.1
Groundnut,22.7,71.7,42.5,Red Soil,6.7,28.7,4.3,241.9,Partly Cloudy,16.2,0.84,Germination,0.3,2.46
Groundnut,24.6,65.4,54.4,Sandy Loam,6.5,21.9,5,253.8,Partly Cloudy,7.1,1.04,Vegetative,0.75,1.75
Groundnut,24,74.6,47.5,Sandy Loam,6.6,24,11,231.1,Partly Cloudy,14.8,1.47,Flowering,1.05,2.95
Groundnut,26.8,69.8,47.1,Red Soil,6.1,26.2,11.7,226.3,Partly Cloudy,16.7,1.64,Fruiting,0.7,3.31
Groundnut,22.6,66.9,40.4,Red Soil,6.7,24.8,6,217.4,Partly Cloudy,9.5,1.05,Germination,0.3,2
Groundnut,27.8,69.3,57.8,Red Soil,6.8,21.9,6.9,267.9,Partly Cloudy,16.2,1.22,Vegetative,0.75,2.84
Groundnut,22.9,73.2,56.5,Red Soil,6.3,27.6,4.9,206.8,Partly Cloudy,13.4,0.85,Flowering,1.05,2.19
Groundnut,28.8,68,50.9,Red Soil,5.8,27.6,4.4,266,Partly Cloudy,16.9,1,Fruiting,0.7,2.69
Groundnut,26.9,74.2,72.5,Red Soil,6.6,24.6,4,213.2,Partly Cloudy,13.2,0.79,Germination,0.3,2.11
Groundnut,27,62.9,48.3,Red Soil,6.5,25,11.5,269.5,Partly Cloudy,13.5,1.78,Vegetative,0.75,3.13
Groundnut,23.2,65.4,44.5,Sandy Loam,6.5,28.4,7.3,227.5,Partly Cloudy,9.8,1.22,Flowering,1.05,2.2
Groundnut,26.8,72.6,69.4,Sandy Loam,6.3,23.5,10.1,245.4,Partly Cloudy,19.1,1.45,Fruiting,0.7,3.36
Groundnut,23.2,70.7,66.5,Sandy Loam,6.1,24.1,6.6,239.8,Partly Cloudy,10.3,1.09,Germination,0.3,2.12
Groundnut,24.9,73.1,41.4,Red Soil,6.8,28.8,8.2,257.5,Partly Cloudy,6.2,1.24,Vegetative,0.75,1.86
Groundnut,24.3,61.7,42.8,Sandy Loam,6.5,25.6,5.2,233.6,Sunny,19.6,1.09,Flowering,1.05,3.05
Groundnut,27,74.2,43.3,Red Soil,6.1,26.9,11,200.1,Partly Cloudy,8.7,1.48,Fruiting,0.7,2.35
Groundnut,26.4,60,78.3,Red Soil,5.9,21.3,5.4,238.7,Sunny,5.4,1.17,Germination,0.3,1.71
Groundnut,26.9,62.4,68,Sandy Loam,5.8,24,8.2,224,Partly Cloudy,15.3,1.4,Vegetative,0.75,2.93
Groundnut,29.7,60.5,45.3,Sandy Loam,6.1,20.6,3.3,236.7,Sunny,17.6,0.99,Flowering,1.05,2.75
Groundnut,25.1,65.1,48.4,Red Soil,6.6,25.3,6,219.5,Partly Cloudy,15.6,1.11,Fruiting,0.7,2.67
Groundnut,23.9,69.2,59.2,Sandy Loam,6.2,21.3,11.7,232.9,Sunny,5.2,1.62,Germination,0.3,2.14
Groundnut,23.2,66.5,46.8,Sandy Loam,6.1,22.9,5.1,251.3,Sunny,10.9,1.01,Vegetative,0.75,2.1
Groundnut,23.3,64.1,53.8,Sandy Loam,6.6,23.1,6.4,240.6,Partly Cloudy,11.8,1.17,Flowering,1.05,2.35
Groundnut,29,66.9,78.1,Sandy Loam,6,29.6,8.8,218.2,Partly Cloudy,13.2,1.41,Fruiting,0.7,2.73
Groundnut,25.7,67,67.5,Sandy Loam,6.5,22.6,5.2,245.8,Partly Cloudy,19.7,1.04,Germination,0.3,3.01
Groundnut,26.6,73,42.6,Sandy Loam,6,21.3,11.1,267.8,Sunny,10.5,1.56,Vegetative,0.75,2.61
Groundnut,27.2,72.7,58.9,Sandy Loam,5.8,22.6,11.2,243.6,Partly Cloudy,8.4,1.56,Flowering,1.05,2.4
Groundnut,26.4,74.7,77.1,Red Soil,6.7,20.8,5.8,267.1,Partly Cloudy,10.2,1,Fruiting,0.7,2.02
Groundnut,23.4,60.1,57,Red Soil,5.8,23.6,5.7,216.6,Sunny,7.4,1.13,Germination,0.3,1.87
Groundnut,24.7,60.6,40.1,Sandy Loam,6.7,20.5,9.9,265.9,Partly Cloudy,19.8,1.62,Vegetative,0.75,3.6
Groundnut,25.3,64.7,64.7,Red Soil,6.3,26.9,11.9,229.1,Sunny,17.1,1.72,Flowering,1.05,3.43
Groundnut,29.6,70.9,63.6,Sandy Loam,6.1,29.2,10.3,213.2,Sunny,17.7,1.49,Fruiting,0.7,3.26
Groundnut,28.9,63.1,57.2,Red Soil,6.3,24.7,4.2,254.6,Partly Cloudy,6.4,1.05,Germination,0.3,1.69
Groundnut,25.9,72,77.2,Red Soil,6.3,21.5,5.5,204.2,Sunny,13.6,0.95,Vegetative,0.75,2.31
Groundnut,29.4,61.5,40.4,Sandy Loam,6.1,28.7,6,200,Sunny,15.6,1.19,Flowering,1.05,2.75
Groundnut,24.1,71.7,42.5,Red Soil,6.3,21.9,6.9,239.5,Partly Cloudy,15,1.11,Fruiting,0.7,2.61
Groundnut,27,65.3,52.4,Red Soil,6.1,29.9,11.3,261.2,Sunny,15.9,1.71,Germination,0.3,3.3
Groundnut,26.3,64.1,52.3,Sandy Loam,6.3,20.4,7.6,211.7,Sunny,5.9,1.29,Vegetative,0.75,1.88
Groundnut,23.4,67.8,69.6,Sandy Loam,6.5,28.7,9.6,262.9,Partly Cloudy,9.6,1.45,Flowering,1.05,2.41
Groundnut,23.5,67.5,61.2,Sandy Loam,6.5,25.8,3.2,258.6,Partly Cloudy,8.8,0.82,Fruiting,0.7,1.7
Groundnut,26.7,68.7,60.3,Red Soil,6.5,29.7,9.6,203.2,Sunny,9.7,1.42,Germination,0.3,2.39
Groundnut,28.7,71.7,42.3,Sandy Loam,6.2,22.2,8.3,205.3,Sunny,19.1,1.26,Vegetative,0.75,3.17
Groundnut,26.6,71,44.2,Sandy Loam,6.4,27.6,10.8,253.8,Sunny,12.6,1.55,Flowering,1.05,2.81
Groundnut,25.6,73.2,54.4,Red Soil,6.4,21.5,10.5,215.7,Partly Cloudy,17.5,1.44,Fruiting,0.7,3.19
Barley,19.9,56.7,36.8,Sandy Loam,6.2,27.1,9.6,228.6,Partly Cloudy,8,1.53,Germination,0.3,2.41
Barley,17.1,59.1,35.8,Loamy,6.9,24.5,9.7,228,Sunny,7.9,1.47,Vegetative,0.7,2.33
Barley,16.6,52.1,35.1,Sandy Loam,6.7,22.9,9.6,245.1,Sunny,3.6,1.55,Flowering,1.05,1.99
Barley,17,52.1,38,Sandy Loam,7,25.5,7.9,241.6,Partly Cloudy,1.1,1.39,Fruiting,0.3,1.57
Barley,15.1,63.4,36.5,Sandy Loam,6.4,24.9,4.1,237.8,Sunny,4.7,0.84,Germination,0.3,1.35
Barley,18.9,49.1,33,Loamy,6.5,23,6,194.5,Partly Cloudy,5.1,1.2,Vegetative,0.7,1.77
Barley,17.2,55.9,31.2,Sandy Loam,6.5,22.6,4.2,202.6,Sunny,4.5,0.93,Flowering,1.05,1.43
Barley,17.4,51.1,30.9,Loamy,6.3,24.6,8.8,218.9,Partly Cloudy,7.7,1.47,Fruiting,0.3,2.31
Barley,15.3,45.6,27.3,Loamy,6.3,26.9,6.2,196.5,Partly Cloudy,5.1,1.2,Germination,0.3,1.77
Barley,17.9,51.7,40.3,Sandy Loam,6.7,25.6,6.8,184.6,Partly Cloudy,5.6,1.22,Vegetative,0.7,1.84
Barley,16.4,54.9,42.7,Sandy Loam,6.5,22.3,7.4,240.6,Partly Cloudy,4.1,1.29,Flowering,1.05,1.76
Barley,16.5,62.3,28.8,Sandy Loam,6.9,24.8,7.7,204.7,Partly Cloudy,2.3,1.2,Fruiting,0.3,1.49
Barley,16.1,51.3,36.2,Sandy Loam,6.3,24,6.7,231.3,Partly Cloudy,8.6,1.25,Germination,0.3,2.17
Barley,18.8,48.4,42.4,Loamy,6.2,26.7,4.3,241.2,Sunny,6.5,1.1,Vegetative,0.7,1.81
Barley,16.9,45.5,36.6,Sandy Loam,7,27,6.1,203.3,Partly Cloudy,6.6,1.23,Flowering,1.05,1.95
Barley,16.7,59.7,36,Loamy,6.4,26.5,5.3,213.3,Sunny,6.4,1,Fruiting,0.3,1.69
Barley,18.4,56.8,29.2,Sandy Loam,6.7,25,8.9,184,Partly Cloudy,4.1,1.38,Germination,0.3,1.86
Barley,19.5,47.3,26.4,Loamy,6.4,25.9,4.4,225.1,Sunny,1.6,1.12,Vegetative,0.7,1.34
Barley,17.2,58.6,32.9,Sandy Loam,6.4,25.8,4.2,191.9,Partly Cloudy,6.1,0.88,Flowering,1.05,1.53
Barley,18.2,63.6,26.9,Loamy,6.6,26.7,9,217.7,Sunny,2.3,1.34,Fruiting,0.3,1.64
Barley,15.9,61.6,38.8,Sandy Loam,6.5,22.2,5.6,210.8,Partly Cloudy,3.9,0.99,Germination,0.3,1.43
Barley,16.2,54.7,42.2,Loamy,6.9,27.7,4,202.6,Partly Cloudy,5,0.9,Vegetative,0.7,1.44
Barley,16.3,64.8,37.1,Sandy Loam,6.8,25.1,5.4,181.4,Partly Cloudy,5.4,0.91,Flowering,1.05,1.5
Barley,17.9,45.2,36.9,Sandy Loam,6.8,23.5,7.2,188.1,Partly Cloudy,2.7,1.34,Fruiting,0.3,1.68
Barley,17.2,60.5,41.7,Sandy Loam,7,24,4.5,196,Sunny,1.1,0.9,Germination,0.3,1.06
Barley,18,57.6,28.5,Loamy,6.5,22.9,10,204.9,Sunny,9.8,1.5,Vegetative,0.7,2.56
Barley,16.7,59.4,32.9,Sandy Loam,6.4,25.8,8.6,204.6,Partly Cloudy,1.5,1.32,Flowering,1.05,1.54
Barley,17,61.1,32.1,Sandy Loam,6.1,27.3,5.9,241.7,Sunny,6.1,1.07,Fruiting,0.3,1.73
Barley,18.2,52.6,41.6,Loamy,6.8,27.3,9.9,211.4,Partly Cloudy,1.1,1.56,Germination,0.3,1.75
Barley,16.8,60.3,25.5,Loamy,6.8,26.7,8.2,192.3,Partly Cloudy,3.8,1.26,Vegetative,0.7,1.7
Barley,17.3,55.5,27,Sandy Loam,7,22.3,6.9,225.6,Sunny,5.8,1.23,Flowering,1.05,1.87
Barley,17.5,61,27.8,Loamy,6.8,24,5.8,182.5,Partly Cloudy,2.8,1.01,Fruiting,0.3,1.34
Barley,16,63.1,34.9,Sandy Loam,6.5,25.1,7.7,190.2,Partly Cloudy,3.4,1.17,Germination,0.3,1.57
Barley,17.8,54.2,25.4,Sandy Loam,6.9,23,7.2,212.2,Partly Cloudy,1.3,1.27,Vegetative,0.7,1.46
Barley,17.8,56.2,38.5,Sandy Loam,6.6,25.5,4.4,232.7,Sunny,5.1,0.99,Flowering,1.05,1.55
Barley,18,55.4,30.4,Sandy Loam,6.4,25.1,9.5,224.5,Sunny,2.2,1.5,Fruiting,0.3,1.8
Barley,15.1,45.2,25.9,Sandy Loam,6.2,25,7.4,241.3,Sunny,9.5,1.38,Germination,0.3,2.4
Barley,16.6,52.8,44.2,Sandy Loam,6.4,26.9,5.9,201.6,Partly Cloudy,2.8,1.12,Vegetative,0.7,1.46
Barley,17.7,60.5,30.1,Sandy Loam,6.7,25.5,5.4,186.7,Sunny,3.1,0.98,Flowering,1.05,1.34
Barley,17.1,56.5,36.5,Loamy,6.5,25.7,8.6,201.1,Partly Cloudy,6.3,1.36,Fruiting,0.3,2.06
Barley,17.4,64.7,40.8,Sandy Loam,6.7,23.8,7.9,191.4,Partly Cloudy,9.3,1.19,Germination,0.3,2.18
Barley,16.1,60.1,30,Loamy,6.1,27.5,5.8,229.4,Sunny,7.1,1.05,Vegetative,0.7,1.81
Barley,18.8,49.1,27.1,Sandy Loam,6.8,24.3,6.2,225.3,Partly Cloudy,2,1.26,Flowering,1.05,1.52
Barley,16.1,57.6,28.6,Sandy Loam,6.4,24.4,9.8,217.7,Sunny,3.3,1.47,Fruiting,0.3,1.87
Barley,18.2,48.5,36.2,Loamy,6.6,25.7,8.4,217.5,Partly Cloudy,1.5,1.47,Germination,0.3,1.69
Barley,15.5,60.8,44.4,Loamy,6,23.1,7.2,199,Sunny,8.6,1.14,Vegetative,0.7,2.06
Barley,19.6,59.8,28.5,Sandy Loam,6.2,22.6,8.3,213,Sunny,7.5,1.33,Flowering,1.05,2.15
Barley,15.5,55.9,26.6,Loamy,6.3,23.6,9.2,189.8,Sunny,9,1.39,Fruiting,0.3,2.36
Barley,17.2,46.9,40.4,Loamy,6.7,22,7.9,199.9,Partly Cloudy,9.6,1.39,Germination,0.3,2.42
Barley,15,63.6,39.9,Loamy,6.8,27.1,7.9,190.5,Partly Cloudy,3.4,1.17,Vegetative,0.7,1.57
Barley,16,64.3,27.9,Sandy Loam,6.1,26.9,6.2,213.4,Partly Cloudy,9.3,1.03,Flowering,1.05,2.01
Barley,17.2,54.7,25.5,Sandy Loam,6.1,23.4,6.2,234.4,Sunny,5,1.18,Fruiting,0.3,1.74
Barley,16.6,46.6,33.8,Sandy Loam,6,27.1,5.5,226.6,Partly Cloudy,7.5,1.19,Germination,0.3,2
Barley,16.9,51.1,43.9,Sandy Loam,6.4,25.2,5.5,244.2,Sunny,7.7,1.16,Vegetative,0.7,1.99
Barley,16.2,53.8,25.8,Loamy,6.8,22.6,9.6,205,Partly Cloudy,4.3,1.48,Flowering,1.05,1.98
Barley,19,61.4,39.4,Loamy,6.3,23,9.8,222.9,Partly Cloudy,6.2,1.47,Fruiting,0.3,2.16
Barley,16.5,49.6,27,Sandy Loam,7,25.6,9.5,228.3,Sunny,7.2,1.55,Germination,0.3,2.35
Barley,15.4,52.5,36,Sandy Loam,6.8,23,9.5,183.6,Partly Cloudy,2.2,1.44,Vegetative,0.7,1.73
Barley,19.8,60.8,40.6,Loamy,6.3,25.2,8.3,237.3,Partly Cloudy,7.1,1.35,Flowering,1.05,2.13
Barley,18.2,48,41,Loamy,6.5,27.2,6.2,183,Sunny,6.3,1.2,Fruiting,0.3,1.89
Barley,17.3,56.4,25,Loamy,6,24.7,7.3,204.8,Sunny,8.7,1.23,Germination,0.3,2.16
Barley,16.3,50.9,39.7,Sandy Loam,6.8,24.6,7.1,237.6,Partly Cloudy,9.3,1.3,Vegetative,0.7,2.3
Barley,15.5,57.6,37.3,Loamy,6,27.6,7.3,203.3,Sunny,6.7,1.19,Flowering,1.05,1.92
Barley,15.1,55.3,43.2,Sandy Loam,6.5,22.5,6.7,214.8,Sunny,1.1,1.17,Fruiting,0.3,1.34
Barley,18.4,57.6,26.9,Loamy,6.9,25,5,217.4,Partly Cloudy,6.9,1.02,Germination,0.3,1.76
Barley,18,53.6,40.2,Loamy,6.7,24.7,4.7,239.5,Partly Cloudy,2.7,1.06,Vegetative,0.7,1.38
Barley,15.5,46.1,44.2,Sandy Loam,6.9,24.3,7.1,183.3,Sunny,3.2,1.27,Flowering,1.05,1.65
Barley,18.4,55,37.3,Sandy Loam,6.3,23.9,7.7,198.1,Partly Cloudy,5.8,1.3,Fruiting,0.3,1.95
Barley,19.2,60.5,33.3,Sandy Loam,6.3,26.9,8.4,192.9,Sunny,2.4,1.31,Germination,0.3,1.62
Barley,19.9,62.1,32.9,Sandy Loam,6.9,24.9,4.4,204.5,Sunny,6.7,0.91,Vegetative,0.7,1.63
Barley,19.8,56.8,43,Sandy Loam,6.2,24.9,4.2,236.2,Partly Cloudy,9.5,0.99,Flowering,1.05,1.99
